Wave[A],Flux[ergs A-1 cm-2 s-2](Orig),Flux[erg A-1 cm-2 s-2](cont+line+filt)
5805.529296875,5.70455414890416E-16,4.45026207909934E-16
5804.44189453125,5.02492750514926E-16,4.44974076130448E-16
5803.3544921875,5.31952942658632E-16,4.44921820213333E-16
5802.2666015625,5.14529802717715E-16,4.44869416836592E-16
5801.17919921875,5.23647189702507E-16,4.44816913267183E-16
5800.091796875,4.67718764012815E-16,4.44764286238696E-16
5799.00390625,4.54867784395538E-16,4.44711512262937E-16
5797.91650390625,4.87415485526787E-16,4.44658638939553E-16
5796.8291015625,5.03711266304811E-16,4.44605642835632E-16
5795.7412109375,4.12791728466635E-16,4.4455250029772E-16
5794.65380859375,4.78372159220669E-16,4.44499259256299E-16
5793.56591796875,4.97371726738099E-16,4.44445872123603E-16
5792.478515625,5.48541195310664E-16,4.4439238704968E-16
5791.39111328125,4.43993935628272E-16,4.44338780326167E-16
5790.30322265625,4.5925991227787E-16,4.44285028026178E-16
5789.2158203125,4.44092819004511E-16,4.4423117862756E-16
5788.1279296875,5.45206745117005E-16,4.44177183996198E-16
5787.04052734375,4.76909608165305E-16,4.44123092827474E-16
5785.953125,4.81200613769206E-16,4.44068881140107E-16
5784.865234375,4.54413350116429E-16,4.44014524736318E-16
5783.77783203125,4.54301888300923E-16,4.43960072636241E-16
5782.68994140625,3.92768906105997E-16,4.43905476164493E-16
5781.6025390625,5.11865221030621E-16,4.43850784556706E-16
5780.5146484375,4.72518326874758E-16,4.43795948922404E-16
5779.42724609375,3.68404382778401E-16,4.43741018711906E-16
5778.33935546875,4.68370035513976E-16,4.43685944820454E-16
5777.251953125,3.48401648995246E-16,4.43630776912245E-16
5776.1640625,4.62506034802232E-16,4.4357546566905E-16
5775.07666015625,4.59183687253551E-16,4.43520060968128E-16
5773.9892578125,4.19109403113071E-16,4.43464538236701E-16
5772.9013671875,3.78755794638109E-16,4.43408872689962E-16
5771.81396484375,5.45597450093001E-16,4.43353114523219E-16
5770.72607421875,4.62832261600933E-16,4.4329721388815E-16
5769.638671875,4.24752898869914E-16,4.43241221191091E-16
5768.55078125,4.76999828865007E-16,4.43185086373095E-16
5767.46337890625,4.26940132272023E-16,4.43128860050718E-16
5766.37548828125,4.73227881301299E-16,4.43072491955202E-16
5765.28759765625,5.00116400243149E-16,4.43016007534375E-16
5764.2001953125,4.48731191276011E-16,4.42959432444879E-16
5763.1123046875,4.54346202682443E-16,4.42902716104741E-16
5762.02490234375,4.50202284570414E-16,4.42845909652527E-16
5760.93701171875,5.11269645033882E-16,4.42788962298486E-16
5759.849609375,5.46404091700654E-16,4.42731925388553E-16
5758.76171875,3.62962641005171E-16,4.4267474792601E-16
5757.67431640625,4.6316522451738E-16,4.42617481463359E-16
5756.58642578125,4.8625560184279E-16,4.42560074797723E-16
5755.49853515625,4.92339698110179E-16,4.42502553844445E-16
5754.4111328125,5.23904694115335E-16,4.42444944724027E-16
5753.3232421875,5.3661748361599E-16,4.42387195925866E-16
5752.23583984375,4.19140937443836E-16,4.42329359515329E-16
5751.14794921875,3.98166987963007E-16,4.42271383777689E-16
5750.060546875,4.99504732164483E-16,4.42213320982032E-16
5748.97265625,4.02234305179846E-16,4.42155119210317E-16
5747.884765625,4.98038585189561E-16,4.42096804735827E-16
5746.79736328125,4.04774672573366E-16,4.42038404034156E-16
5745.70947265625,4.8663385521388E-16,4.41979864883803E-16
5744.62158203125,5.36706097379488E-16,4.41921213709933E-16
5743.5341796875,4.31533460478411E-16,4.41862477138803E-16
5742.4462890625,4.71270206180459E-16,4.41803602647277E-16
5741.3583984375,5.38231672097757E-16,4.4174461681149E-16
5740.27099609375,4.68218243680524E-16,4.41685546407453E-16
5739.18310546875,4.69106981530193E-16,4.41626338612223E-16
5738.09521484375,3.41966361177107E-16,4.4156702015199E-16
5737.0078125,4.53767006405903E-16,4.41507617951597E-16
5735.919921875,4.90547731088835E-16,4.41448078890132E-16
5734.83203125,5.37053761832107E-16,4.41388429842917E-16
5733.74462890625,4.72055208081543E-16,4.41328697882722E-16
5732.65673828125,4.98714814604746E-16,4.41268829592485E-16
5731.56884765625,4.64096320411274E-16,4.41208851995758E-16
5730.4814453125,4.89155031355444E-16,4.41148792312315E-16
5729.3935546875,5.63497054228264E-16,4.41088596830775E-16
5728.3056640625,4.56301145239701E-16,4.41028292722004E-16
5727.2177734375,5.53483992326314E-16,4.40967880212451E-16
5726.13037109375,4.92078039486023E-16,4.40907386716487E-16
5725.04248046875,4.56836102353011E-16,4.40846758133135E-16
5723.95458984375,4.46183438813982E-16,4.40786021828263E-16
5722.86669921875,3.94772186230693E-16,4.40725178028322E-16
5721.779296875,4.37766599692639E-16,4.40664254340647E-16
5720.69140625,4.79553026381281E-16,4.4060319627792E-16
5719.603515625,4.91522072205736E-16,4.40542031399381E-16
5718.515625,4.32940547860504E-16,4.40480759931484E-16
5717.42822265625,5.12990603562722E-16,4.40419409672905E-16
5716.34033203125,3.61000056622541E-16,4.40357925753239E-16
5715.25244140625,3.76640574918385E-16,4.40296335923471E-16
5714.16455078125,4.84665337850734E-16,4.40234640410053E-16
5713.07666015625,5.00750282422601E-16,4.40172839439444E-16
5711.9892578125,4.39349295974707E-16,4.40110961047209E-16
5710.9013671875,5.1270034345938E-16,4.40048949888644E-16
5709.8134765625,5.54010597562415E-16,4.39986833952143E-16
5708.7255859375,4.4009269664668E-16,4.39924613464159E-16
5707.6376953125,4.13380772383513E-16,4.3986228865114E-16
5706.5498046875,4.07209659583243E-16,4.39799859739543E-16
5705.4619140625,5.08639233185276E-16,4.39737326955822E-16
5704.37451171875,4.80816833728717E-16,4.39674718662943E-16
5703.28662109375,4.08897492065237E-16,4.39611978860696E-16
5702.19873046875,5.4489935730161E-16,4.39549135865582E-16
5701.11083984375,4.17351772910408E-16,4.3948618990405E-16
5700.02294921875,5.5109455804248E-16,4.39423141202557E-16
5698.93505859375,3.6598770425333E-16,4.39359989987556E-16
5697.84716796875,3.76550696340584E-16,4.392967364855E-16
5696.75927734375,4.12126309088858E-16,4.39233380922838E-16
5695.67138671875,4.04285164292214E-16,4.39169923526026E-16
5694.58349609375,3.87030446044365E-16,4.39106364521518E-16
5693.49609375,5.27231242859202E-16,4.39042732731356E-16
5692.408203125,3.97004412743588E-16,4.38978971236163E-16
5691.3203125,3.61827431567393E-16,4.38915108812531E-16
5690.232421875,5.01522521257705E-16,4.38851145686913E-16
5689.14453125,4.58445870381585E-16,4.38787082085758E-16
5688.056640625,4.22823743833688E-16,4.38722918235522E-16
5686.96875,4.10180093838516E-16,4.38658654362661E-16
5685.880859375,4.28151151599743E-16,4.38594290693623E-16
5684.79296875,4.61622632598386E-16,4.38529827454865E-16
5683.705078125,5.04294583926035E-16,4.38465264872837E-16
5682.6171875,5.0275396378504E-16,4.38400603173992E-16
5681.529296875,4.50559038745349E-16,4.38335842584786E-16
5680.44140625,4.04752900517899E-16,4.38270983331671E-16
5679.353515625,4.61537102784793E-16,4.38206025641097E-16
5678.265625,4.9766227117099E-16,4.38140969739521E-16
5677.177734375,4.38792062777211E-16,4.38075815853392E-16
5676.08984375,4.34634429569463E-16,4.38010564209167E-16
5675.00146484375,4.90924995593075E-16,4.37945185680564E-16
5673.91357421875,5.22159443608011E-16,4.37879739155879E-16
5672.82568359375,4.33699039836154E-16,4.37814195552555E-16
5671.73779296875,4.40758305945126E-16,4.3774855509705E-16
5670.64990234375,4.84272195669782E-16,4.37682818015814E-16
5669.56201171875,4.9819011431045E-16,4.37616984535297E-16
5668.47412109375,5.37461987375803E-16,4.37551054881955E-16
5667.38623046875,4.07002471795041E-16,4.37485029282243E-16
5666.29833984375,5.64736423351682E-16,4.37418907962611E-16
5665.21044921875,4.27861976316202E-16,4.37352691149514E-16
5664.1220703125,5.39361935436635E-16,4.37286349284993E-16
5663.0341796875,4.49915349733136E-16,4.37219942121716E-16
5661.9462890625,4.3962129876815E-16,4.37153440144432E-16
5660.8583984375,4.92236223771249E-16,4.37086843579597E-16
5659.7705078125,4.22368689941154E-16,4.37020152653661E-16
5658.6826171875,3.8821189267257E-16,4.36953367593078E-16
5657.59423828125,4.533306123845E-16,4.36886458585762E-16
5656.50634765625,4.44571292916874E-16,4.3681948589325E-16
5655.41845703125,4.71566127507913E-16,4.36752419745551E-16
5654.33056640625,4.69106432944011E-16,4.3668526036912E-16
5653.24267578125,4.0559981060126E-16,4.36618007990408E-16
5652.154296875,4.59514563248458E-16,4.36550632588346E-16
5651.06640625,3.51239537373234E-16,4.36483194842945E-16
5649.978515625,4.68084994810009E-16,4.36415664774726E-16
5648.890625,5.25972912109166E-16,4.36348042610141E-16
5647.80224609375,4.45750877837246E-16,4.36280298162754E-16
5646.71435546875,4.33091965587738E-16,4.36212492443712E-16
5645.62646484375,4.56387114010473E-16,4.36144595307766E-16
5644.53857421875,4.17375840116348E-16,4.36076606981368E-16
5643.4501953125,4.72129780950452E-16,4.36008497114348E-16
5642.3623046875,4.12793677745322E-16,4.35940327045726E-16
5641.2744140625,3.54146850027416E-16,4.35872066466114E-16
5640.18603515625,4.54401256515292E-16,4.35803684903602E-16
5639.09814453125,3.85080046583613E-16,4.35735243940996E-16
5638.01025390625,4.12466896184156E-16,4.35666713146857E-16
5636.921875,5.26606295995017E-16,4.35598061928455E-16
5635.833984375,3.99914266055449E-16,4.35529352110549E-16
5634.74609375,3.89676871668467E-16,4.35460553140571E-16
5633.65771484375,3.88151480694585E-16,4.3539163430588E-16
5632.56982421875,4.12296903289087E-16,4.35322657671362E-16
5631.48193359375,5.40344952685545E-16,4.35253592564232E-16
5630.3935546875,4.59561086091923E-16,4.35184408152858E-16
5629.3056640625,3.9987996783853E-16,4.35115166740411E-16
5628.2177734375,4.46224058234851E-16,4.35045837534817E-16
5627.12939453125,4.32454163233927E-16,4.34976389586358E-16
5626.04150390625,3.87953908053823E-16,4.34906885434673E-16
5624.953125,3.99375933604077E-16,4.34837262914916E-16
5623.865234375,4.09294252003317E-16,4.3476758472336E-16
5622.77685546875,3.94178628334068E-16,4.3469778853893E-16
5621.68896484375,4.4381715102892E-16,4.3462793721372E-16
5620.6005859375,3.91044511579183E-16,4.34557968271243E-16
5619.5126953125,5.05816357583953E-16,4.34487944718599E-16
5618.4248046875,4.66316566701921E-16,4.34417835411288E-16
5617.33642578125,3.47950029556616E-16,4.34347609050839E-16
5616.24853515625,4.89765935780969E-16,4.34277328875323E-16
5615.16015625,4.40134379490945E-16,4.34206932023283E-16
5614.072265625,4.37616418104113E-16,4.34136481885778E-16
5612.98388671875,4.05815066157704E-16,4.3406591544878E-16
5611.8955078125,3.84750613412276E-16,4.3399526454036E-16
5610.8076171875,3.79543470648677E-16,4.33924561140168E-16
5609.71923828125,4.87540774272831E-16,4.3385374200683E-16
5608.63134765625,4.26748464818508E-16,4.33782870910296E-16
5607.54296875,4.41525735662439E-16,4.3371188445866E-16
5606.455078125,5.38689052904499E-16,4.33640846572004E-16
5605.36669921875,4.59507936539134E-16,4.33569693708699E-16
5604.27880859375,4.7985649865453E-16,4.33498489938138E-16
5603.1904296875,4.68928984614935E-16,4.33427171569788E-16
5602.10205078125,4.30557270226824E-16,4.33355770770434E-16
5601.01416015625,4.32668996817967E-16,4.3328431985477E-16
5599.92578125,4.52567726425436E-16,4.33212754910412E-16
5598.83740234375,4.59348305239291E-16,4.33141108215221E-16
5597.74951171875,4.8579870763883E-16,4.33069412193753E-16
5596.6611328125,4.1099807664382E-16,4.32997602713598E-16
5595.57275390625,4.22694222128722E-16,4.32925712162783E-16
5594.48486328125,4.27508317120248E-16,4.32853773074807E-16
5593.396484375,4.29148897957512E-16,4.32781721099068E-16
5592.30810546875,4.17603738301273E-16,4.32709588732842E-16
5591.22021484375,4.28625172633432E-16,4.32637408617653E-16
5590.1318359375,4.27535951128989E-16,4.32565116186542E-16
5589.04345703125,4.68661913362014E-16,4.32492744045116E-16
5587.95556640625,3.58067172396612E-16,4.32420324942014E-16
5586.8671875,3.75447429750503E-16,4.32347794095743E-16
5585.77880859375,4.20298447670928E-16,4.32275184219328E-16
5584.6904296875,3.19098191034008E-16,4.32202495539532E-16
5583.6025390625,3.71139223863236E-16,4.3212976094639E-16
5582.51416015625,4.91554250193309E-16,4.320569153752E-16
5581.42578125,4.32526816161488E-16,4.319839916808E-16
5580.33740234375,4.36341591828593E-16,4.31910990089949E-16
5579.2490234375,3.67580247734573E-16,4.318379108294E-16
5578.1611328125,4.01326576145639E-16,4.31764786963661E-16
5577.07275390625,3.19621941283797E-16,4.31691553078591E-16
5575.984375,4.49003898606754E-16,4.31618242203998E-16
5574.89599609375,5.56819956370785E-16,4.31544854566642E-16
5573.8076171875,4.60078432860863E-16,4.31471390393279E-16
5572.71923828125,4.28586953139246E-16,4.31397849910669E-16
5571.630859375,4.02253644662568E-16,4.31324233345569E-16
5570.54296875,4.60348484390386E-16,4.31250574002464E-16
5569.45458984375,4.8103487765586E-16,4.31176805986538E-16
5568.3662109375,4.98690150064113E-16,4.31102962568294E-16
5567.27783203125,3.97275788423836E-16,4.3102904397449E-16
5566.189453125,4.51262048960046E-16,4.30955050431886E-16
5565.10107421875,4.50761667996341E-16,4.30880982167239E-16
5564.0126953125,5.73643867926541E-16,4.30806839407305E-16
5562.92431640625,4.00069062208886E-16,4.30732622378847E-16
5561.8359375,4.07142804860903E-16,4.30658331308615E-16
5560.74755859375,4.60649271304494E-16,4.30583966423377E-16
5559.6591796875,4.10642515814783E-16,4.30509527949885E-16
5558.57080078125,4.88314480416051E-16,4.30435016114897E-16
5557.482421875,4.02459705499904E-16,4.30360431145174E-16
5556.39404296875,3.49558082122891E-16,4.30285773267469E-16
5555.3056640625,3.80910888433826E-16,4.30211042708547E-16
5554.21728515625,4.68915531790616E-16,4.30136239695161E-16
5553.12890625,3.7951829259432E-16,4.30061364454071E-16
5552.04052734375,4.61564551505077E-16,4.29986417212035E-16
5550.9521484375,5.33780280364131E-16,4.29911398195809E-16
5549.86376953125,4.77971225880672E-16,4.29836307632153E-16
5548.775390625,3.66352705529262E-16,4.29761145747825E-16
5547.68701171875,4.74925843767946E-16,4.29685912769584E-16
5546.5986328125,3.92742959986868E-16,4.29610608924186E-16
5545.51025390625,5.04273412513983E-16,4.29535234438387E-16
5544.42138671875,5.0684859803501E-16,4.29459755676214E-16
5543.3330078125,5.08728454430217E-16,4.29384240558457E-16
5542.24462890625,4.24817862326501E-16,4.29308655480681E-16
5541.15625,4.00843787218039E-16,4.29233000669638E-16
5540.06787109375,4.98113923917426E-16,4.29157276352089E-16
5538.9794921875,4.05194212403771E-16,4.29081482754796E-16
5537.89111328125,3.72032671569022E-16,4.29005620104508E-16
5536.80224609375,4.28357498972443E-16,4.28929654547315E-16
5535.7138671875,4.50639584299443E-16,4.28853654440597E-16
5534.62548828125,4.70367963008075E-16,4.28777585961268E-16
5533.537109375,4.69526629666113E-16,4.2870144933608E-16
5532.4482421875,5.19170584180321E-16,4.28625210588815E-16
5531.35986328125,4.0108427244491E-16,4.28548938321873E-16
5530.271484375,4.18530546532036E-16,4.2847259858945E-16
5529.18310546875,3.74881082566727E-16,4.28396191618307E-16
5528.09423828125,3.97677844523651E-16,4.28319683311543E-16
5527.005859375,4.21873176990499E-16,4.28243142513317E-16
5525.91748046875,4.95565065459773E-16,4.28166535156745E-16
5524.8291015625,4.68394967840546E-16,4.28089861468586E-16
5523.740234375,4.67527886020477E-16,4.28013087232893E-16
5522.65185546875,3.71234459703846E-16,4.27936281532329E-16
5521.5634765625,5.37215926951603E-16,4.2785941018055E-16
5520.474609375,4.86131558279295E-16,4.27782438873397E-16
5519.38623046875,4.53773852593816E-16,4.27705436870269E-16
5518.29736328125,3.92883819801344E-16,4.27628335307074E-16
5517.208984375,4.45779691515832E-16,4.27551203560037E-16
5516.12060546875,4.80392940722475E-16,4.27474007295782E-16
5515.03173828125,4.26357087289529E-16,4.27396712065141E-16
5513.943359375,5.0139800763504E-16,4.27319387418033E-16
5512.8544921875,3.79375113365406E-16,4.27241964200867E-16
5511.76611328125,4.60281074905582E-16,4.27164512078345E-16
5510.677734375,3.71133347792746E-16,4.27086996572601E-16
5509.5888671875,4.3044110892253E-16,4.27009383092002E-16
5508.50048828125,4.71203674168849E-16,4.26931741471901E-16
5507.41162109375,4.40957830070389E-16,4.2685400227429E-16
5506.3232421875,4.54429633221933E-16,4.26776235447272E-16
5505.234375,3.82767823102806E-16,4.26698371440496E-16
5504.14599609375,4.38449572945922E-16,4.26620480314E-16
5503.05712890625,4.10816532778096E-16,4.26542492405904E-16
5501.96875,3.69208834452955E-16,4.26464477887369E-16
5500.8798828125,4.0349954917457E-16,4.263863669858E-16
5499.79150390625,3.41637340272588E-16,4.26308229982665E-16
5498.70263671875,4.10952573328033E-16,4.26229996995468E-16
5497.61376953125,3.69475494100803E-16,4.26151703292315E-16
5496.525390625,4.41206947092388E-16,4.26073384250196E-16
5495.4365234375,4.0533189496237E-16,4.25994969823287E-16
5494.34814453125,3.90484985216447E-16,4.2591653056527E-16
5493.25927734375,4.97887623183699E-16,4.2583799632245E-16
5492.17041015625,4.17288080885567E-16,4.25759402498786E-16
5491.08203125,5.25109718258557E-16,4.25680784605089E-16
5489.9931640625,4.34144685486691E-16,4.25602072327386E-16
5488.904296875,3.63204959484861E-16,4.25523301149924E-16
5487.81591796875,4.35210635202071E-16,4.25444506662595E-16
5486.72705078125,4.99074181346927E-16,4.25365618392966E-16
5485.63818359375,5.21615060826767E-16,4.25286671904671E-16
5484.5498046875,4.08495581769792E-16,4.25207702865748E-16
5483.4609375,3.8822144142498E-16,4.25128640647157E-16
5482.3720703125,3.72214324402006E-16,4.25049520890983E-16
5481.283203125,4.02238233074558E-16,4.24970343824292E-16
5480.19482421875,4.40421792328327E-16,4.24891145217917E-16
5479.10595703125,5.2477361602625E-16,4.24811854236826E-16
5478.01708984375,4.17883349612281E-16,4.24732506626307E-16
5476.92822265625,3.81895694819255E-16,4.24653102613423E-16
5475.83935546875,4.7101964479082E-16,4.24573642425236E-16
5474.7509765625,4.06869701586374E-16,4.24494161958775E-16
5473.662109375,4.92189727176982E-16,4.24414590126111E-16
5472.5732421875,3.93077146468877E-16,4.24334962799231E-16
5471.484375,4.54456650484809E-16,4.24255280205201E-16
5470.3955078125,4.18101993962258E-16,4.24175542571085E-16
5469.306640625,4.16846264750394E-16,4.24095750123943E-16
5468.2177734375,3.40869486156474E-16,4.24015903090843E-16
5467.12890625,3.7412151216814E-16,4.23936001698844E-16
5466.04052734375,3.68567371769787E-16,4.23856082041606E-16
5464.95166015625,4.43134429238543E-16,4.23776072637124E-16
5463.86279296875,4.61931995721085E-16,4.23696009554836E-16
5462.77392578125,5.04716525227194E-16,4.23615893021801E-16
5461.68505859375,4.09360866071244E-16,4.23535723265084E-16
5460.59619140625,4.42291250070617E-16,4.23455500511752E-16
5459.50732421875,4.33190963666356E-16,4.23375224988861E-16
5458.41845703125,3.94922910890864E-16,4.23294896923479E-16
5457.32958984375,4.49249473972242E-16,4.2321451654267E-16
5456.24072265625,4.25666224056691E-16,4.23134084073496E-16
5455.15185546875,4.94237631600201E-16,4.23053599743019E-16
5454.06298828125,4.17343168467385E-16,4.22973063778303E-16
5452.97412109375,4.45195615535423E-16,4.22892476406413E-16
5451.88525390625,5.22635594797213E-16,4.22811837854413E-16
5450.7958984375,5.29064445606116E-16,4.22731112154334E-16
5449.70703125,3.66150758757421E-16,4.22650371900604E-16
5448.6181640625,4.43509235582584E-16,4.22569581148055E-16
5447.529296875,4.7568146840472E-16,4.2248874012375E-16
5446.4404296875,4.27312485970402E-16,4.22407849054753E-16
5445.3515625,4.06572712644476E-16,4.22326908168126E-16
5444.2626953125,4.79620590493715E-16,4.22245917690934E-16
5443.173828125,4.375032456791E-16,4.22164877850238E-16
5442.08447265625,4.86861258193346E-16,4.22083752499344E-16
5440.99560546875,3.78912652346214E-16,4.22002614590954E-16
5439.90673828125,3.77787772960507E-16,4.21921428000351E-16
5438.81787109375,3.4381469669702E-16,4.21840192954602E-16
5437.728515625,4.46335328365037E-16,4.21758873220086E-16
5436.6396484375,5.34630831806839E-16,4.21677541923757E-16
5435.55078125,4.92928425933771E-16,4.21596162853575E-16
5434.4619140625,3.38938208023343E-16,4.21514736236602E-16
5433.37255859375,4.9889437764863E-16,4.2143322575392E-16
5432.28369140625,4.8682730386298E-16,4.21351704703486E-16
5431.19482421875,4.8704732662673E-16,4.21270136787551E-16
5430.10595703125,4.41731143799127E-16,4.2118852223318E-16
5429.0166015625,4.49207707748171E-16,4.21106824637794E-16
5427.927734375,4.21206149794193E-16,4.2102511746708E-16
5426.83837890625,4.62796024913821E-16,4.20943327668352E-16
5425.74951171875,4.88730955487142E-16,4.20861528789959E-16
5424.66064453125,5.00683232485636E-16,4.20779684408649E-16
5423.5712890625,3.92689387358769E-16,4.20697758019545E-16
5422.482421875,4.94443377667742E-16,4.20615823293444E-16
5421.39306640625,4.61078151437794E-16,4.2053380697357E-16
5420.30419921875,4.8206014596697E-16,4.20451782811337E-16
5419.21533203125,4.49590634579431E-16,4.20369714281709E-16
5418.1259765625,4.39392524654101E-16,4.20287564780059E-16
5417.037109375,4.20746506924202E-16,4.20205408177188E-16
5415.94775390625,4.47152408771438E-16,4.20123171017336E-16
5414.85888671875,4.07712459002478E-16,4.20040927249886E-16
5413.76953125,4.69620892962905E-16,4.19958603340898E-16
5412.6806640625,3.92929854718539E-16,4.1987627331753E-16
5411.59130859375,4.91472281006234E-16,4.19793863568477E-16
5410.50244140625,4.79283371898453E-16,4.1971144819785E-16
5409.4130859375,4.17328314068236E-16,4.196289535178E-16
5408.32373046875,3.44335060359091E-16,4.19546416703736E-16
5407.23486328125,4.87487881697487E-16,4.19463875006599E-16
5406.1455078125,4.48529585964326E-16,4.19381254625241E-16
5405.056640625,4.20763554344592E-16,4.19298629852598E-16
5403.96728515625,4.36515471810796E-16,4.19215926813019E-16
5402.8779296875,4.16422231674902E-16,4.19133182776063E-16
5401.7890625,4.9514630560554E-16,4.19050435084793E-16
5400.69970703125,3.42682402243721E-16,4.18967609753319E-16
5399.6103515625,4.46029341462727E-16,4.18884744106476E-16
5398.521484375,3.68347565837649E-16,4.18801875541375E-16
5397.43212890625,3.83724271531022E-16,4.18718929963715E-16
5396.3427734375,3.95707208034066E-16,4.18635944752694E-16
5395.25341796875,3.96539357685995E-16,4.18552920135677E-16
5394.16455078125,3.56394501363211E-16,4.18469893580418E-16
5393.0751953125,3.74960209120053E-16,4.18386790850925E-16
5391.98583984375,4.93249160694368E-16,4.18303649397444E-16
5390.896484375,4.5147050751825E-16,4.18220469447342E-16
5389.8076171875,4.25419829672106E-16,4.18137288537386E-16
5388.71826171875,3.90202988316553E-16,4.18054032293148E-16
5387.62890625,3.94077666418385E-16,4.17970738234296E-16
5386.53955078125,3.54473487107701E-16,4.17887406588197E-16
5385.4501953125,4.77939286341697E-16,4.17804037582219E-16
5384.36083984375,4.55279021979571E-16,4.17720631443732E-16
5383.271484375,4.10050172881041E-16,4.17637188400107E-16
5382.1826171875,3.68761045632596E-16,4.17553746104966E-16
5381.09326171875,4.39636222209308E-16,4.17470229949453E-16
5380.00390625,4.13766464644997E-16,4.17386677570806E-16
5378.91455078125,3.91122101561804E-16,4.17303089196395E-16
5377.8251953125,5.07005866907024E-16,4.17219465053588E-16
5376.73583984375,4.56252666941268E-16,4.1713580536975E-16
5375.646484375,4.34470937652264E-16,4.17052110372253E-16
5374.55712890625,4.84093143492644E-16,4.16968380288468E-16
5373.4677734375,4.77385104889207E-16,4.16884615345762E-16
5372.37841796875,4.91251648114065E-16,4.16800815771505E-16
5371.2890625,4.17702081252846E-16,4.16716981793063E-16
5370.19970703125,4.81766182079718E-16,4.16633113637808E-16
5369.1103515625,4.62052952687697E-16,4.16549211533108E-16
5368.02099609375,5.07896091917144E-16,4.16465275706333E-16
5366.93115234375,5.00134451750511E-16,4.16381268739848E-16
5365.841796875,3.69900107967376E-16,4.16297266136168E-16
5364.75244140625,4.91909127881451E-16,4.1621323049262E-16
5363.6630859375,4.87438280859817E-16,4.16129162036574E-16
5362.57373046875,4.9443392442712E-16,4.16045060995399E-16
5361.484375,4.42599555725621E-16,4.15960927596464E-16
5360.39501953125,4.3314652178873E-16,4.1587676206714E-16
5359.30517578125,3.90162964906888E-16,4.157925268879E-16
5358.2158203125,4.39419509491497E-16,4.15708297765753E-16
5357.12646484375,4.80752107838401E-16,4.15624037195422E-16
5356.037109375,5.02788193621695E-16,4.1553974540428E-16
5354.947265625,4.72789976076061E-16,4.15455384816818E-16
5353.85791015625,5.09997390076869E-16,4.15371031252416E-16
5352.7685546875,4.47245806285855E-16,4.1528664714941E-16
5351.67919921875,4.34274855480675E-16,4.15202232735169E-16
5350.58935546875,4.4190886013472E-16,4.15117750379836E-16
5349.5,4.95215766057101E-16,4.15033276011899E-16
5348.41064453125,4.20937378519677E-16,4.14948772014937E-16
5347.32080078125,5.87170532122706E-16,4.14864200719395E-16
5346.2314453125,5.51747470228814E-16,4.14779638133463E-16
5345.14208984375,5.05299084930395E-16,4.1469504660071E-16
5344.05224609375,4.89519106409672E-16,4.14610388412812E-16
5342.962890625,4.68900445560313E-16,4.14525739655811E-16
5341.873046875,4.53274776149082E-16,4.14441024673162E-16
5340.78369140625,4.69703100819158E-16,4.14356319601796E-16
5339.69384765625,5.03764124910605E-16,4.14271548734686E-16
5338.6044921875,4.93951089397987E-16,4.14186788258842E-16
5337.5146484375,4.19714168755542E-16,4.14101962417563E-16
5336.42529296875,4.15940539478503E-16,4.14017147447122E-16
5335.33544921875,3.93497912732403E-16,4.13932267541964E-16
5334.24609375,4.22529984204901E-16,4.13847398986809E-16
5333.15625,4.86316423881778E-16,4.13762465928066E-16
5332.06689453125,4.08749779665985E-16,4.13677544698081E-16
5330.97705078125,4.01042488353738E-16,4.13592559396044E-16
5329.8876953125,3.92879959404571E-16,4.13507586401114E-16
5328.7978515625,4.4816419800903E-16,4.13422549766074E-16
5327.7080078125,4.31200235069983E-16,4.13337487800243E-16
5326.61865234375,4.81005054375764E-16,4.1325243885833E-16
5325.52880859375,3.89537919001611E-16,4.13167326925036E-16
5324.439453125,3.35680439016538E-16,4.13082228492987E-16
5323.349609375,4.14878780370397E-16,4.12997067502519E-16
5322.259765625,3.89996860422442E-16,4.12911882319432E-16
5321.169921875,4.43815836583781E-16,4.12826673171399E-16
5320.08056640625,3.72864765413832E-16,4.12741478478153E-16
5318.99072265625,4.04810681840955E-16,4.12656222093734E-16
5317.90087890625,3.90408469245134E-16,4.12570942427292E-16
5316.8115234375,3.8741067648741E-16,4.12485677929695E-16
5315.7216796875,3.96048112987301E-16,4.12400352392408E-16
5314.6318359375,3.64827313011309E-16,4.1231500425602E-16
5313.5419921875,4.70461194204043E-16,4.12229633748206E-16
5312.4521484375,4.21479717833936E-16,4.12144241096641E-16
5311.3623046875,3.7889508986803E-16,4.12058826528999E-16
5310.27294921875,4.7182391029459E-16,4.11973428555673E-16
5309.18310546875,4.8360680651167E-16,4.11887970848469E-16
5308.09326171875,4.59166497778678E-16,4.11802491908111E-16
5307.00341796875,4.8039103732474E-16,4.11716991962274E-16
5305.91357421875,6.23922873922715E-16,4.11631471238634E-16
5304.82373046875,4.58730909762063E-16,4.11545929964864E-16
5303.73388671875,4.59213599869153E-16,4.11460368368642E-16
5302.64404296875,5.34627431763649E-16,4.11374786677639E-16
5301.55419921875,4.2004877213658E-16,4.11289185119532E-16
5300.46435546875,4.71492152194278E-16,4.11203563921996E-16
5299.37451171875,4.94056048691552E-16,4.11117923312706E-16
5298.28466796875,4.78869530570433E-16,4.11032263519336E-16
5297.19482421875,5.0575460469105E-16,4.1094658476956E-16
5296.10498046875,4.88432701951523E-16,4.10860887291056E-16
