Wave[A],Flux[ergs A-1 cm-2 s-2](Orig),Flux[erg A-1 cm-2 s-2](cont+line+filt)
6315.54638671875,3.88668442989977E-16,4.51880243719029E-16
6314.45849609375,3.89543095828757E-16,4.51911276667047E-16
6313.37060546875,4.65657008174511E-16,4.51942079201958E-16
6312.28271484375,3.85796649912461E-16,4.51972651550216E-16
6311.1953125,5.23810653605855E-16,4.52002980371153E-16
6310.107421875,5.42450618358904E-16,4.52033093128519E-16
6309.01953125,4.01762813113017E-16,4.52062976378485E-16
6307.93212890625,5.10491855485996E-16,4.52092617089227E-16
6306.84423828125,4.0879108663938E-16,4.52122042106512E-16
6305.75634765625,4.34415117739877E-16,4.52151238295661E-16
6304.6689453125,3.70041944737301E-16,4.52180192932757E-16
6303.5810546875,5.02118062623149E-16,4.52208932247434E-16
6302.4931640625,3.168360472733E-16,4.52237443413229E-16
6301.40576171875,4.4904460758371E-16,4.52265714013233E-16
6300.31787109375,4.57000319762753E-16,4.52293769662765E-16
6299.22998046875,3.65158593111518E-16,4.52321597842672E-16
6298.142578125,4.92705590094194E-16,4.52349186442136E-16
6297.0546875,4.70612094005922E-16,4.52376560463995E-16
6295.966796875,4.34241428340087E-16,4.52403707695485E-16
6294.87939453125,4.71189475117326E-16,4.52430616330962E-16
6293.79150390625,3.62047244116976E-16,4.52457310762612E-16
6292.7041015625,5.59355058925142E-16,4.5248376725398E-16
6291.6162109375,4.39264059975667E-16,4.52510009791192E-16
6290.5283203125,3.35537383533844E-16,4.52536026670098E-16
6289.44091796875,4.59629431504017E-16,4.52561806591633E-16
6288.35302734375,4.19909327793568E-16,4.52587372934315E-16
6287.265625,4.3007404609193E-16,4.52612702974341E-16
6286.177734375,4.30542869343231E-16,4.52637819686204E-16
6285.08984375,4.55991889760774E-16,4.52662711871819E-16
6284.00244140625,4.33200969463627E-16,4.52687368736162E-16
6282.91455078125,4.22089033852103E-16,4.52711812649169E-16
6281.8271484375,4.60408826444037E-16,4.52736021894603E-16
6280.7392578125,3.85820915421166E-16,4.52760018440407E-16
6279.65185546875,5.61823062573443E-16,4.52783780971928E-16
6278.56396484375,4.37690599220284E-16,4.52807331055932E-16
6277.4765625,4.55329139860269E-16,4.52830647778541E-16
6276.388671875,4.44754154315877E-16,4.52853752306152E-16
6275.30126953125,3.56978560579426E-16,4.52876624124848E-16
6274.21337890625,4.1412295191632E-16,4.52899284001471E-16
6273.1259765625,3.43127475705855E-16,4.52921711821252E-16
6272.0380859375,3.29525273376153E-16,4.52943927952291E-16
6270.95068359375,4.58198502791436E-16,4.52965912678156E-16
6269.86279296875,5.29032138798949E-16,4.52987685969022E-16
6268.775390625,4.41911522553385E-16,4.53009228505971E-16
6267.6875,5.07037686670247E-16,4.53030559862064E-16
6266.60009765625,4.19910093211361E-16,4.53051661115096E-16
6265.51220703125,4.09263875945991E-16,4.53072551441824E-16
6264.4248046875,3.79463546693241E-16,4.53093212315939E-16
6263.3369140625,4.09519718718405E-16,4.53113662518704E-16
6262.24951171875,6.02108522174422E-16,4.53133883918901E-16
6261.16162109375,4.50467781092031E-16,4.5315389490311E-16
6260.07421875,4.22482450657019E-16,4.53173677734387E-16
6258.986328125,4.97333541875209E-16,4.53193250405449E-16
6257.89892578125,3.49197245646197E-16,4.53212595572807E-16
6256.8115234375,4.7631942384209E-16,4.53231722296596E-16
6255.7236328125,3.38884104676163E-16,4.53250639244559E-16
6254.63623046875,3.98483176097794E-16,4.53269329661826E-16
6253.54833984375,4.04729632258141E-16,4.53287810560052E-16
6252.4609375,4.00896997871902E-16,4.53306065575794E-16
6251.37353515625,4.23565573965404E-16,4.53324103278913E-16
6250.28564453125,4.08924363523744E-16,4.53341931848903E-16
6249.1982421875,4.08194898749569E-16,4.53359535507897E-16
6248.1103515625,5.2955604698509E-16,4.53376930291564E-16
6247.02294921875,3.5272208546476E-16,4.53394100811428E-16
6245.935546875,3.77952063823887E-16,4.53411055149616E-16
6244.84765625,4.52942481153407E-16,4.53427800999912E-16
6243.76025390625,4.34343516765473E-16,4.53444323556368E-16
6242.67236328125,3.55719710359966E-16,4.53460637883751E-16
6241.5849609375,4.11166677669645E-16,4.53476729563476E-16
6240.49755859375,4.50786425842947E-16,4.53492606192466E-16
6239.40966796875,3.77399324533222E-16,4.53508274981341E-16
6238.322265625,3.9656485668643E-16,4.53523722090996E-16
6237.23486328125,4.14838121686021E-16,4.53538954828465E-16
6236.14697265625,3.25417034100631E-16,4.53553980115692E-16
6235.0595703125,3.2578749829791E-16,4.53568784691223E-16
6233.97216796875,3.20392686782169E-16,4.53583375573112E-16
6232.88427734375,4.64584830781736E-16,4.53597759395549E-16
6231.796875,3.82864698084518E-16,4.53611923472897E-16
6230.70947265625,3.50508056925342E-16,4.5362587453515E-16
6229.62158203125,3.52574449827869E-16,4.53639618929655E-16
6228.5341796875,4.42691402331535E-16,4.53653144544764E-16
6227.44677734375,3.66899393387147E-16,4.53666457823325E-16
6226.359375,4.27553340450699E-16,4.53679558991484E-16
6225.271484375,4.58426360168785E-16,4.53692454015566E-16
6224.18408203125,4.54337177811088E-16,4.53705131546377E-16
6223.0966796875,3.02702078762218E-16,4.53717597645334E-16
6222.0087890625,4.59321507455003E-16,4.53729857994049E-16
6220.92138671875,4.45686359514119E-16,4.53741901813054E-16
6219.833984375,3.43369390741988E-16,4.53753734878751E-16
6218.74658203125,3.43165610276165E-16,4.53765357417288E-16
6217.65869140625,3.97961130722393E-16,4.537767747321E-16
6216.5712890625,3.58557967550216E-16,4.53787976800481E-16
6215.48388671875,4.34450017703119E-16,4.53798969020247E-16
6214.396484375,4.47554932945189E-16,4.53809751617549E-16
6213.30859375,3.84466800685501E-16,4.53820329519266E-16
6212.22119140625,3.33322486785654E-16,4.53830693456206E-16
6211.1337890625,4.34365183603566E-16,4.53840848449227E-16
6210.04638671875,3.99057439730905E-16,4.53850794724477E-16
6208.95849609375,5.27419478285209E-16,4.53860536833906E-16
6207.87109375,3.45716619623992E-16,4.53870066258589E-16
6206.78369140625,4.38176882379373E-16,4.53879387644048E-16
6205.6962890625,3.64238339680511E-16,4.53888501216429E-16
6204.60888671875,3.67660408153374E-16,4.53897407201882E-16
6203.52099609375,4.65787608743577E-16,4.53906109685993E-16
6202.43359375,4.12955978081275E-16,4.53914601083074E-16
6201.34619140625,4.53316782365821E-16,4.5392288557177E-16
6200.2587890625,3.76993764937496E-16,4.53930963378234E-16
6199.17138671875,4.12680249225191E-16,4.5393883472861E-16
6198.08349609375,3.2986119142291E-16,4.53946503244665E-16
6196.99609375,5.14669666165571E-16,4.53953962268863E-16
6195.90869140625,3.88161203706377E-16,4.5396121551552E-16
6194.8212890625,4.31448081983724E-16,4.53968263210787E-16
6193.73388671875,4.88541430321123E-16,4.5397510558081E-16
6192.64599609375,3.69436398456913E-16,4.53981745786067E-16
6191.55859375,3.62972628714759E-16,4.53988178092102E-16
6190.47119140625,3.95619845188235E-16,4.53994405751441E-16
6189.3837890625,4.84212331395653E-16,4.54000428990231E-16
6188.29638671875,4.45669459662751E-16,4.54006248034619E-16
6187.208984375,4.84619667554754E-16,4.54011863110757E-16
6186.12109375,4.33034120737211E-16,4.54017276828933E-16
6185.03369140625,4.31211143266157E-16,4.54022484555674E-16
6183.9462890625,4.91843087325415E-16,4.54027488992708E-16
6182.85888671875,4.88779704880234E-16,4.54032290366185E-16
6181.771484375,4.09646384995896E-16,4.54036888902251E-16
6180.68408203125,5.20089543239105E-16,4.54041284827056E-16
6179.5966796875,4.32240361750709E-16,4.54045478366748E-16
6178.50927734375,5.22556395451993E-16,4.54049469747474E-16
6177.42138671875,4.50389833987967E-16,4.54053260851651E-16
6176.333984375,5.83813762610887E-16,4.54056848502369E-16
6175.24658203125,5.24791652754652E-16,4.54060234672667E-16
6174.1591796875,4.03709863705488E-16,4.54063419588695E-16
6173.07177734375,4.80619987021661E-16,4.540664034766E-16
6171.984375,4.44883034349269E-16,4.54069186562531E-16
6170.89697265625,5.08671316102224E-16,4.54071769072636E-16
6169.8095703125,3.67553228265881E-16,4.54074151233062E-16
6168.72216796875,5.54548918764131E-16,4.54076333269961E-16
6167.63427734375,4.17321340384218E-16,4.54078316254659E-16
6166.546875,3.92810528510931E-16,4.54080098633332E-16
6165.45947265625,4.44752650611815E-16,4.54081681567023E-16
6164.3720703125,4.4972492018298E-16,4.54083065281878E-16
6163.28466796875,4.53274835044342E-16,4.54084250004046E-16
6162.197265625,3.20267886844721E-16,4.54085235959674E-16
6161.10986328125,3.8512828091891E-16,4.54086023374913E-16
6160.0224609375,4.11744816257908E-16,4.54086612475909E-16
6158.93505859375,4.28087909561156E-16,4.54087003488811E-16
6157.84765625,4.46614925338247E-16,4.54087192154924E-16
6156.76025390625,4.29562895898394E-16,4.54087192154924E-16
6155.6728515625,4.1430278848126E-16,4.54086990260433E-16
6154.58544921875,3.53920714288649E-16,4.5408659118244E-16
6153.498046875,3.93494137921251E-16,4.54085995147095E-16
6152.41064453125,3.88154781917265E-16,4.54085202380544E-16
6151.32275390625,3.80128327046422E-16,4.54084212620615E-16
6150.2353515625,3.43132304014236E-16,4.54083026982014E-16
6149.14794921875,3.73468712257788E-16,4.54081645290755E-16
6148.060546875,4.36127571749112E-16,4.54080067772985E-16
6146.97314453125,4.40343394355684E-16,4.54078294654852E-16
6145.8857421875,4.59046945475036E-16,4.54076326162506E-16
6144.79833984375,4.59072768289108E-16,4.54074162522092E-16
6143.7109375,4.51747607950081E-16,4.54071803959762E-16
6142.62353515625,4.31913465707747E-16,4.54069250701664E-16
6141.5361328125,4.29007384118898E-16,4.54066502973944E-16
6140.44873046875,5.04081996743957E-16,4.54063561002751E-16
6139.361328125,4.14146486417945E-16,4.54060425014234E-16
6138.27392578125,5.13450650758596E-16,4.54057095234539E-16
6137.1865234375,3.72653951265824E-16,4.54053571889817E-16
6136.09912109375,4.78716791560034E-16,4.54049855206214E-16
6135.01171875,4.81126588604153E-16,4.54045945409881E-16
6133.92431640625,4.40727207042235E-16,4.54041842726963E-16
6132.8369140625,4.55274033749605E-16,4.54037547383611E-16
6131.74951171875,4.6130856844283E-16,4.5403305960597E-16
6130.662109375,5.00734633709482E-16,4.54028379620191E-16
6129.57470703125,4.46938785297489E-16,4.54023507652421E-16
6128.4873046875,4.28083116766396E-16,4.54018443928809E-16
6127.39990234375,3.9202586895233E-16,4.54013188675503E-16
6126.3125,4.47692488890008E-16,4.54007742118651E-16
6125.22509765625,4.70006383171737E-16,4.54002104484399E-16
6124.1376953125,4.76565751390482E-16,4.539962759989E-16
6123.05029296875,4.51657158286786E-16,4.53990256888299E-16
6121.962890625,4.51630320356666E-16,4.53984047378746E-16
6120.87548828125,3.96153668733234E-16,4.53977647696386E-16
6119.7880859375,5.11135024146458E-16,4.5397105806737E-16
6118.70068359375,5.04379993963876E-16,4.53964278717845E-16
6117.61328125,4.31098392592966E-16,4.53957309873959E-16
6116.52587890625,4.70951365994337E-16,4.53950151761863E-16
6115.4384765625,3.93261196802148E-16,4.53942804607703E-16
6114.35107421875,4.49113252324896E-16,4.53935268637626E-16
6113.263671875,5.16692773258096E-16,4.53927544077784E-16
6112.17626953125,4.40344753358285E-16,4.53919631154321E-16
6111.0888671875,4.91818487194579E-16,4.53911530093388E-16
6110.00146484375,4.06708151668672E-16,4.53903241121131E-16
6108.91455078125,4.58284139587056E-16,4.538947683121E-16
6107.8271484375,4.33956534543397E-16,4.53886104279768E-16
6106.73974609375,5.82626364032157E-16,4.53877253014456E-16
6105.65234375,3.93976476862598E-16,4.53868214742314E-16
6104.56494140625,4.75112005948466E-16,4.53858989689487E-16
6103.4775390625,5.46330939597165E-16,4.53849578082126E-16
6102.39013671875,4.33709337242163E-16,4.53839980146378E-16
6101.302734375,4.57900676742759E-16,4.53830196108393E-16
6100.21533203125,4.4950198508173E-16,4.53820226194315E-16
6099.1279296875,4.6896296232694E-16,4.53810070630296E-16
6098.04052734375,4.94621881258697E-16,4.53799729642485E-16
6096.953125,4.17564546483851E-16,4.53789203457024E-16
6095.86572265625,5.19450699520048E-16,4.53778492300069E-16
6094.7783203125,4.79031429227481E-16,4.53767596397764E-16
6093.69091796875,5.04155357517541E-16,4.53756515976259E-16
6092.603515625,4.49544711717637E-16,4.537452512617E-16
6091.51611328125,4.48901420193281E-16,4.53733802480238E-16
6090.42919921875,4.90254953047709E-16,4.53722175122693E-16
6089.341796875,4.27013482237114E-16,4.53710358968265E-16
6088.25439453125,4.24306397583751E-16,4.53698359425275E-16
6087.1669921875,5.40328648845381E-16,4.53686176719872E-16
6086.07958984375,4.06489093287226E-16,4.53673811078204E-16
6084.9921875,4.38498726444317E-16,4.53661262726418E-16
6083.90478515625,4.72519104424534E-16,4.53648531890666E-16
6082.8173828125,4.63612354681389E-16,4.53635618797092E-16
6081.72998046875,4.84077744036616E-16,4.53622523671846E-16
6080.642578125,5.52502510986366E-16,4.53609246741078E-16
6079.55517578125,5.16118261911965E-16,4.53595788230932E-16
6078.4677734375,4.50687864736274E-16,4.5358214836756E-16
6077.380859375,5.58740109917295E-16,4.53568333623824E-16
6076.29345703125,4.21663693169498E-16,4.53554331813622E-16
6075.2060546875,4.03264678187952E-16,4.53540149328535E-16
6074.11865234375,4.4139586852685E-16,4.53525786394712E-16
6073.03125,5.46124327306088E-16,4.53511243238301E-16
6071.94384765625,4.82036362649416E-16,4.53496520085451E-16
6070.8564453125,4.3393597392151E-16,4.53481617162309E-16
6069.76904296875,4.51312355879086E-16,4.53466534695025E-16
6068.681640625,5.76606269044868E-16,4.53451272909744E-16
6067.59423828125,3.96563354305856E-16,4.53435832032617E-16
6066.5068359375,4.73604109734249E-16,4.53420212289792E-16
6065.419921875,4.58938787749769E-16,4.53404421041494E-16
6064.33251953125,5.03690124671262E-16,4.5338844432578E-16
6063.2451171875,5.34751557824624E-16,4.5337228942271E-16
6062.15771484375,4.89744970171454E-16,4.53355956558433E-16
6061.0703125,5.55506800751494E-16,4.53339445959094E-16
6059.98291015625,4.14960240455377E-16,4.53322757850847E-16
6058.8955078125,5.26583586688771E-16,4.53305892459839E-16
6057.80810546875,5.94637946792431E-16,4.53288850012216E-16
6056.720703125,5.14721165989345E-16,4.53271630734126E-16
6055.6337890625,5.28073712195871E-16,4.53254242702672E-16
6054.54638671875,5.42161400282553E-16,4.53236670521243E-16
6053.458984375,4.57303051102753E-16,4.53218922187692E-16
6052.37158203125,6.35114872014856E-16,4.53200997928167E-16
6051.2841796875,4.940265324609E-16,4.53182897968814E-16
6050.19677734375,5.04383971048261E-16,4.53164622535783E-16
6049.109375,4.58294052298935E-16,4.53146171855222E-16
6048.02197265625,4.5178875500189E-16,4.5312754615328E-16
6046.9345703125,3.53148616625703E-16,4.53108745656104E-16
6045.84765625,4.72221437194534E-16,4.53089779149445E-16
6044.76025390625,5.27579015176173E-16,4.53070629818482E-16
6043.6728515625,4.89597803270243E-16,4.53051306370627E-16
6042.58544921875,4.65271706783439E-16,4.53031809032031E-16
6041.498046875,4.36391169505205E-16,4.53012138028841E-16
6040.41064453125,4.98940013533897E-16,4.52992293587205E-16
6039.3232421875,5.74838996563241E-16,4.52972275933271E-16
6038.23583984375,4.45017362525047E-16,4.52952085293187E-16
6037.1484375,4.52573214493074E-16,4.52931721893103E-16
6036.0615234375,5.28860341106074E-16,4.52911195219195E-16
6034.97412109375,5.97109211958741E-16,4.52890487054874E-16
6033.88671875,5.92908442495247E-16,4.52869606808895E-16
6032.79931640625,4.92996490986784E-16,4.52848554707407E-16
6031.7119140625,5.44128455410957E-16,4.52827330976556E-16
6030.62451171875,5.56258999316461E-16,4.52805935842492E-16
6029.537109375,4.27980399904325E-16,4.52784369531362E-16
6028.44970703125,4.38148286194144E-16,4.52762632269317E-16
6027.36279296875,4.73583555288644E-16,4.52740734158225E-16
6026.275390625,5.53407484295935E-16,4.52718655749297E-16
6025.18798828125,5.34698199160577E-16,4.52696407067798E-16
6024.1005859375,4.69231813451958E-16,4.52673988339872E-16
6023.01318359375,4.14585149120042E-16,4.52651399791669E-16
6021.92578125,5.18566622336823E-16,4.52628641649337E-16
6020.83837890625,4.88567061008711E-16,4.52605714139022E-16
6019.7509765625,6.37622845912681E-16,4.52582617486876E-16
6018.66357421875,4.55871408147286E-16,4.52559351919046E-16
6017.57666015625,4.76620220241202E-16,4.52535928222292E-16
6016.4892578125,3.6845227102133E-16,4.52512325577133E-16
6015.40185546875,4.8067232461396E-16,4.5248855469463E-16
6014.314453125,5.50347612625856E-16,4.52464615800936E-16
6013.22705078125,4.2786270555863E-16,4.52440509122196E-16
6012.1396484375,4.73704924742655E-16,4.52416234884561E-16
6011.05224609375,4.3105829992071E-16,4.52391793314174E-16
6009.96484375,4.8382548968399E-16,4.52367184637189E-16
6008.8779296875,3.9667540970617E-16,4.52342420242251E-16
6007.79052734375,5.39682240945639E-16,4.52317478105292E-16
6006.703125,5.0853423837809E-16,4.52292369540076E-16
6005.61572265625,3.84431455588799E-16,4.52267094772752E-16
6004.5283203125,4.14717499562121E-16,4.52241654029466E-16
6003.44091796875,4.35566361026067E-16,4.52216047536367E-16
6002.353515625,5.08585809890851E-16,4.52190275519606E-16
6001.26611328125,4.72038620352992E-16,4.52164338205326E-16
6000.1787109375,4.21460525699654E-16,4.5213823581968E-16
5999.091796875,4.90097198234657E-16,4.52111980420671E-16
5998.00439453125,4.51501308415539E-16,4.52085548644601E-16
5996.9169921875,4.85552631773926E-16,4.52058952475508E-16
5995.82958984375,4.24242743278346E-16,4.52032192139538E-16
5994.7421875,4.48986323334842E-16,4.52005267862839E-16
5993.65478515625,4.72576734208101E-16,4.5197817987156E-16
5992.5673828125,4.22152737347181E-16,4.51950928391849E-16
5991.47998046875,4.01475234618931E-16,4.51923513649856E-16
5990.392578125,5.07046574339911E-16,4.51895935871727E-16
5989.3056640625,4.73744745437924E-16,4.51868207776597E-16
5988.21826171875,5.07454502098586E-16,4.51840304677597E-16
5987.130859375,4.00375516302806E-16,4.51812239220804E-16
5986.04345703125,5.42356073820704E-16,4.51784011632368E-16
5984.9560546875,4.22167143965892E-16,4.51755622138434E-16
5983.86865234375,4.76823185437813E-16,4.51727070965154E-16
5982.78125,3.74791053331764E-16,4.51698358338674E-16
5981.69384765625,4.38954067092796E-16,4.51669484485142E-16
5980.6064453125,3.98466401536716E-16,4.51640449630709E-16
5979.51953125,3.80999253601978E-16,4.51611267147413E-16
5978.43212890625,4.3549457388088E-16,4.51581911041658E-16
5977.3447265625,4.79713475156152E-16,4.51552394613343E-16
5976.25732421875,5.35104073305518E-16,4.51522718088617E-16
5975.169921875,4.57330174685911E-16,4.51492881693628E-16
5974.08251953125,4.21724327934794E-16,4.51462885654523E-16
5972.9951171875,4.92258255009974E-16,4.51432730197452E-16
5971.90771484375,4.71259191884585E-16,4.51402415548561E-16
5970.8203125,4.40910849520318E-16,4.51371941933999E-16
5969.73291015625,4.53269161688247E-16,4.51341309579916E-16
5968.64599609375,3.49225911094017E-16,4.51310532574163E-16
5967.55859375,4.86553801997686E-16,4.51279583490504E-16
5966.47119140625,4.54851147256733E-16,4.51248476345669E-16
5965.3837890625,4.46202941306429E-16,4.512172113658E-16
5964.29638671875,5.32783882641633E-16,4.51185788777049E-16
5963.208984375,3.75538749387222E-16,4.51154208805564E-16
5962.12158203125,5.12187955803648E-16,4.51122471677492E-16
5961.0341796875,4.08220513775871E-16,4.51090577618982E-16
5959.94677734375,4.33040004086891E-16,4.51058526856181E-16
5958.859375,5.06716894117298E-16,4.51026319615239E-16
5957.77197265625,4.04184266565747E-16,4.50993956122305E-16
5956.6845703125,4.43647087106609E-16,4.50961436603524E-16
5955.59765625,5.81177870635577E-16,4.50928775992326E-16
5954.51025390625,4.55222842078182E-16,4.50895945170106E-16
5953.4228515625,4.78041768505055E-16,4.50862959000385E-16
5952.33544921875,4.50606026574609E-16,4.50829817709311E-16
5951.248046875,4.26220471904212E-16,4.5079652152303E-16
5950.16064453125,4.9913811248211E-16,4.50763070667692E-16
5949.0732421875,3.99211046508912E-16,4.50729465369444E-16
5947.98583984375,5.17072407689937E-16,4.50695705854437E-16
5946.8984375,4.67622182625075E-16,4.50661792348815E-16
5945.81103515625,3.61580118681455E-16,4.50627725078729E-16
5944.7236328125,3.63355688556662E-16,4.50593504270328E-16
5943.63623046875,4.87570285430109E-16,4.50559130149758E-16
5942.548828125,4.09117515490732E-16,4.50524602943167E-16
5941.46142578125,4.44835615944928E-16,4.50489922876705E-16
5940.3740234375,5.55793595740104E-16,4.50455090176519E-16
5939.287109375,4.03388337277899E-16,4.5042012081245E-16
5938.19970703125,4.41901601459409E-16,4.50384983591546E-16
5937.1123046875,4.35858661728835E-16,4.50349694415262E-16
5936.02490234375,4.24604430317291E-16,4.50314253509746E-16
5934.9375,4.54790204118504E-16,4.50278661101145E-16
5933.85009765625,4.12589791841543E-16,4.5024291741561E-16
5932.7626953125,4.25266030105871E-16,4.50207022679286E-16
5931.67529296875,4.83338713525256E-16,4.50170977118323E-16
5930.587890625,5.64673875483065E-16,4.5013478095887E-16
5929.50048828125,4.87380266602701E-16,4.50098434427074E-16
5928.4130859375,3.99991244144998E-16,4.50061937749082E-16
5927.32568359375,4.1391036296959E-16,4.50025291151045E-16
5926.23828125,3.97100430986767E-16,4.4998849485911E-16
5925.15087890625,4.33195738594014E-16,4.49951549099423E-16
5924.0634765625,4.11330673174401E-16,4.49914454098136E-16
5922.97607421875,4.06117293910147E-16,4.49877210081396E-16
5921.888671875,5.22561839403331E-16,4.4983981727535E-16
5920.80126953125,4.91862821207852E-16,4.4983981727535E-16
5919.7138671875,4.61269545590834E-16,4.61269545590834E-16
5918.62646484375,4.64141210510501E-16,4.61269545590834E-16
5917.5390625,4.02950163163818E-16,4.64141210510501E-16
5916.45166015625,5.07612222059761E-16,4.02950163163818E-16
5915.3642578125,3.35858774303811E-16,4.4413933500995E-16
5914.27685546875,4.4413933500995E-16,4.036761301772E-16
5913.189453125,4.036761301772E-16,4.4413933500995E-16
5912.10205078125,4.53690390952335E-16,4.53032215470909E-16
5911.0146484375,4.53032215470909E-16,4.53032215470909E-16
5909.92724609375,4.24785075754579E-16,4.53032215470909E-16
5908.83984375,4.62183277971055E-16,4.24785075754579E-16
5907.75244140625,3.45678722178792E-16,4.62183277971055E-16
5906.6650390625,4.67523091019902E-16,4.67523091019902E-16
5905.57763671875,4.80247266496252E-16,4.80247266496252E-16
5904.490234375,4.82099103968006E-16,4.82099103968006E-16
5903.40283203125,5.09917328037415E-16,4.82099103968006E-16
5902.3154296875,4.54642659140607E-16,4.59335122186141E-16
5901.22802734375,4.59335122186141E-16,4.54642659140607E-16
5900.140625,4.08074589630812E-16,4.59335122186141E-16
5899.05322265625,4.96811713993163E-16,4.96811713993163E-16
5897.9658203125,5.04368870259579E-16,4.96811713993163E-16
5896.87841796875,3.85417156652778E-16,4.87712960850885E-16
5895.791015625,4.87712960850885E-16,3.85417156652778E-16
5894.70361328125,3.70794276312912E-16,4.34430348230478E-16
5893.6162109375,4.34430348230478E-16,3.87767441691419E-16
5892.52880859375,3.87767441691419E-16,4.07513229353513E-16
5891.44140625,4.07513229353513E-16,4.07513229353513E-16
5890.35400390625,4.07793145066986E-16,4.07513229353513E-16
5889.2666015625,2.99017198906298E-16,4.07793145066986E-16
5888.17919921875,4.4711293019807E-16,3.43355030886554E-16
5887.091796875,3.43355030886554E-16,3.43355030886554E-16
5886.00439453125,2.69190843022173E-16,3.16003701083258E-16
5884.91650390625,3.16003701083258E-16,2.75357993517017E-16
5883.8291015625,2.75357993517017E-16,2.75357993517017E-16
5882.74169921875,2.5824386906236E-16,2.75357993517017E-16
5881.654296875,2.80229537194702E-16,2.80229537194702E-16
5880.56689453125,2.8594987494231E-16,2.82171397945718E-16
5879.4794921875,2.82171397945718E-16,2.8594987494231E-16
5878.39208984375,3.47001889992217E-16,2.82171397945718E-16
5877.3046875,2.63919899928219E-16,2.78677275644639E-16
5876.21728515625,2.78677275644639E-16,2.78677275644639E-16
5875.1298828125,3.52144550828635E-16,3.39565166149614E-16
5874.04248046875,3.39565166149614E-16,3.52144550828635E-16
5872.955078125,3.80709853545892E-16,3.80709853545892E-16
5871.8671875,3.85641823759941E-16,3.85641823759941E-16
5870.77978515625,4.24925486906291E-16,4.24925486906291E-16
5869.6923828125,4.3815505186981E-16,4.3815505186981E-16
5868.60498046875,4.54739785144063E-16,4.3815505186981E-16
5867.517578125,3.99351457881205E-16,4.22153777168356E-16
5866.43017578125,4.22153777168356E-16,4.22153777168356E-16
5865.3427734375,4.35838750940037E-16,4.24440222833717E-16
5864.25537109375,4.24440222833717E-16,4.35838750940037E-16
5863.16796875,4.55756844955937E-16,4.54861587158389E-16
5862.080078125,4.54861587158389E-16,4.54861587158389E-16
5860.99267578125,4.53468597139749E-16,4.54861587158389E-16
5859.9052734375,4.56626934184132E-16,4.53468597139749E-16
5858.81787109375,3.89110786535509E-16,4.56626934184132E-16
5857.73046875,4.8242379551949E-16,4.30063860300158E-16
5856.64306640625,4.30063860300158E-16,4.58674162304483E-16
5855.5556640625,4.58674162304482E-16,4.58674162304483E-16
5854.4677734375,4.67732666161643E-16,4.67732666161643E-16
5853.38037109375,5.0597653019079E-16,4.67732666161643E-16
5852.29296875,4.2122486084023E-16,5.02203660596425E-16
5851.20556640625,5.02203660596425E-16,4.2122486084023E-16
5850.1181640625,3.81926859455432E-16,3.93634486427818E-16
5849.03076171875,3.93634486427818E-16,3.93634486427818E-16
5847.94287109375,4.53453019674453E-16,4.53453019674453E-16
5846.85546875,5.46291065521173E-16,4.87919871147564E-16
5845.76806640625,4.87919871147564E-16,4.87919871147564E-16
5844.6806640625,3.40126065852749E-16,4.67812051677647E-16
5843.59326171875,4.67812051677647E-16,4.37043074075262E-16
5842.50537109375,4.37043074075262E-16,4.67812051677647E-16
5841.41796875,5.06719631754253E-16,4.37043074075262E-16
5840.33056640625,4.3459317288865E-16,4.75675156685774E-16
5839.2431640625,4.75675156685774E-16,4.46531510542745E-16
5838.15576171875,4.48273195267474E-16,4.46531510542745E-16
5837.06787109375,5.33550146144573E-16,4.46483186861839E-16
5835.98046875,5.7322454228077E-16,4.46434753917886E-16
5834.89306640625,4.82911213129217E-16,4.46386190277196E-16
5833.8056640625,4.17700677031038E-16,4.46337496165918E-16
5832.71826171875,5.30349555391012E-16,4.46288671810198E-16
5831.63037109375,4.78376230713934E-16,4.46239695424809E-16
5830.54296875,4.47568536426671E-16,4.46190611200423E-16
5829.45556640625,5.53812270091772E-16,4.46141397410145E-16
5828.3681640625,5.40693012199624E-16,4.46092054280118E-16
5827.2802734375,5.06149498509668E-16,4.46042559792781E-16
5826.19287109375,4.73254319978909E-16,4.45992958603885E-16
5825.10546875,4.95893009926589E-16,4.45943228753789E-16
5824.01806640625,5.35983655479004E-16,4.45893370468641E-16
5822.93017578125,5.1693762864558E-16,4.45843361500162E-16
5821.8427734375,4.68573407021705E-16,4.45793246965938E-16
5820.75537109375,5.46318137267679E-16,4.4574300467521E-16
5819.66748046875,4.63765904990533E-16,4.45692612207719E-16
5818.580078125,4.97514333778611E-16,4.45642115025311E-16
5817.49267578125,4.73761054130882E-16,4.45591490764944E-16
5816.4052734375,5.07959265796049E-16,4.45540739652766E-16
5815.3173828125,5.78152820622308E-16,4.45489839040652E-16
5814.22998046875,4.57354158732627E-16,4.45438834846591E-16
5813.142578125,4.44048411317018E-16,4.45387704479264E-16
5812.0546875,6.0655637556026E-16,4.45336425120708E-16
5810.96728515625,4.07057392837829E-16,4.45285043028895E-16
5809.8798828125,4.75698665599946E-16,4.45233535442363E-16
5808.7919921875,5.60323313095642E-16,4.45181879374221E-16
5807.70458984375,4.9394313875852E-16,4.45130121420599E-16
5806.6171875,4.64737502955941E-16,4.45078238650806E-16
